# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 40.0 d   T_phot: 6751.96296084518 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.6568e+40 erg/s   peak F = 4.669 @ Δv = +28.7 km/s   EW = +514.05 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.54e+03       5.4592e+40       4.6568e+40    -292.85     -249.81       39.701      -260.0
  HI      Hbeta            4861.33   7.89e+02       9.5656e+39       1.5702e+40     -31.47      -51.66       13.560      -260.0
  HI      Hgamma           4340.47   2.64e+02       3.4062e+39       7.4184e+39     -14.22      -30.97        7.362      -280.0
  HI      Palpha          18751.01   9.80e+02       9.2369e+37       1.8925e+39     -44.51     -912.04       36.462      -280.0
  HI      Pbeta           12818.08   1.20e+02       8.8949e+37       1.4174e+39      +1.00      +15.94       20.444      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.14e+00       7.0170e+38       5.9857e+38      +1.11       +0.94        1.708      -280.0
  HeI     He_I_6678        6678.15   3.49e-06       4.0503e+38       4.0503e+38     +15.03      +15.03        1.428     -4540.1
  HeI     He_I_7065        7065.19   1.55e-01       3.4554e+38       3.4554e+38      +5.06       +5.06        1.602     +3200.1
  HeI     He_I_10830      10830.34   2.26e+04       6.6187e+38       5.6459e+38      -6.17       -5.27        2.309      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.59e-28       1.1172e+10       1.1172e+10      +1.31       +1.31        2.162     +3820.1
  HeII    He_II_3203       3203.10   9.60e-29       3.0068e+06       3.0068e+06      +4.94       +4.94        1.733     +1120.0
  HeII    He_II_4686       4685.71   8.92e-28       1.8250e+07       1.8250e+07     -10.49      -10.49        2.158      -120.0
  HeII    He_II_10124     10123.60   2.24e-27       5.9276e+05       5.9276e+05      +2.97       +2.97        1.479      +600.0
