# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 100.0 d   T_phot: 5920.102655401047 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 6.5801e+40 erg/s   peak F = 1.393 @ Δv = +142.9 km/s   EW = +53.50 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.45e+03       3.6379e+41       6.5801e+40      -1.99       -0.36        1.143        +0.0
  HI      Hbeta            4861.33   7.82e+02       1.3987e+40       2.2111e+40      +3.95       +6.25        2.165        +0.0
  HI      Hgamma           4340.47   2.61e+02       5.8527e+39       1.0453e+40      +4.61       +8.23        2.257        +0.0
  HI      Palpha          18751.01   1.80e+03       1.0906e+38       2.6739e+39     +22.27     +545.97       17.432        +0.0
  HI      Pbeta           12818.08   2.20e+02       1.1621e+38       2.0016e+39     +14.89     +256.53       11.879        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.16e+01       9.7918e+38       1.7711e+38      +6.20       +1.12        1.094        +0.0
  HeI     He_I_6678        6678.15   1.37e-03       6.0428e+38       6.0428e+38      +3.44       +3.44        1.172        +0.0
  HeI     He_I_7065        7065.19   2.94e+00       8.5828e+38       1.5524e+38      +6.78       +1.23        1.079        +0.0
  HeI     He_I_10830      10830.34   1.57e+04       2.3381e+39       4.2290e+38     -61.83      -11.18        1.172        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.81e-30       5.0676e+08       5.0676e+08      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.07e-30       3.5715e+04       3.5715e+04      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   9.90e-30       4.7333e+05       4.7333e+05      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   2.49e-29       7.0408e+03       7.0408e+03      -0.00       -0.00        1.000     -5000.1
