# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 40.0 d   T_phot: 6042.906738961647 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 8.0546e+40 erg/s   peak F = 1.196 @ Δv = +85.8 km/s   EW = +43.70 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.11e+01       4.1205e+41       8.0546e+40      -4.89       -0.96        1.072        +0.0
  HI      Hbeta            4861.33   1.53e+00       2.7262e+40       2.7107e+40      +2.17       +2.15        1.328        +0.0
  HI      Hgamma           4340.47   5.12e-01       8.6713e+39       1.2811e+40      +3.60       +5.32        1.465        +0.0
  HI      Palpha          18751.01   3.76e-01       2.3116e+38       3.2732e+39     +17.03     +241.16        5.426        +0.0
  HI      Pbeta           12818.08   4.60e-02       1.8472e+38       2.4508e+39     +15.73     +208.73        4.912        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.64e-03       1.9036e+39       1.9036e+39      +9.10       +9.10        1.226        +0.0
  HeI     He_I_6678        6678.15   2.06e-07       8.8881e+38       8.8881e+38      +6.85       +6.85        1.128        +0.0
  HeI     He_I_7065        7065.19   2.23e-04       1.5438e+39       1.5438e+39      +9.90       +9.90        1.192        +0.0
  HeI     He_I_10830      10830.34   4.10e+02       4.4580e+39       8.7143e+38     -64.20      -12.55        1.102        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.12e-30       4.8055e+08       4.8055e+08      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.00e-30       8.3554e+04       8.3554e+04      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   3.96e-30       5.9634e+05       5.9634e+05      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   9.96e-30       1.6472e+04       1.6472e+04      -0.00       -0.00        1.000     -5000.1
