# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 110.0 d   T_phot: 5959.791395912109 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.4358e+40 erg/s   peak F = 1.421 @ Δv = +142.9 km/s   EW = +55.08 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   6.09e+03       3.1981e+41       5.4358e+40      -2.33       -0.40        1.153        +0.0
  HI      Hbeta            4861.33   8.82e+02       1.0989e+40       1.8269e+40      +3.07       +5.10        2.394        +0.0
  HI      Hgamma           4340.47   2.95e+02       4.5596e+39       8.6362e+39      +3.48       +6.59        2.529        +0.0
  HI      Palpha          18751.01   2.20e+03       8.7652e+37       2.2089e+39     +16.60     +418.46       20.392        +0.0
  HI      Pbeta           12818.08   2.69e+02       9.2467e+37       1.6536e+39     +11.21     +200.55       14.028        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.80e+01       8.2541e+38       1.4030e+38      +4.85       +0.82        1.104        +0.0
  HeI     He_I_6678        6678.15   2.00e-03       5.3059e+38       5.3059e+38      +2.97       +2.97        1.215        +0.0
  HeI     He_I_7065        7065.19   3.81e+00       7.2993e+38       1.2407e+38      +5.45       +0.93        1.089        +0.0
  HeI     He_I_10830      10830.34   1.83e+04       2.0527e+39       3.4890e+38     -64.04      -10.89        1.181        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.09e-30       3.0856e+08       3.0856e+08      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.17e-30       4.8230e+04       4.8230e+04      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.09e-29       3.5880e+05       3.5880e+05      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   2.74e-29       9.5079e+03       9.5079e+03      -0.00       -0.00        1.000     -5000.1
