# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 160.0 d   T_phot: 3117.998800547869 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 6.8274e+38 erg/s   peak F = 2.016 @ Δv = +28.7 km/s   EW = +19.11 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.52e+04       2.0457e+40       6.8274e+38      +5.59       +0.19        1.047        +0.0
  HI      Hbeta            4861.33   2.16e+03       5.5194e+38       2.2044e+38      +3.74       +1.49        1.539        +0.0
  HI      Hgamma           4340.47   7.21e+02       2.3773e+38       1.0495e+38      +3.03       +1.34        1.573        +0.0
  HI      Palpha          18751.01   3.56e+03       1.4302e+38       2.7711e+37     +11.49       +2.23        1.233        +0.0
  HI      Pbeta           12818.08   4.35e+02       6.9897e+37       2.0622e+37      +7.27       +2.14        1.339        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.46e+02       4.4893e+37       1.4983e+36      +3.00       +0.10        1.036        +0.0
  HeI     He_I_6678        6678.15   7.10e-02       3.3232e+37       3.3232e+37      +1.61       +1.61        1.655       +80.0
  HeI     He_I_7065        7065.19   6.07e+01       3.3290e+37       1.1110e+36      +3.19       +0.11        1.032        +0.0
  HeI     He_I_10830      10830.34   8.55e+04       2.3941e+38       7.9901e+36     +10.66       +0.36        1.053        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.44e-30       1.2980e-22       1.2980e-22      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.69e-30       7.6496e-30       7.6496e-30      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.57e-29       1.5372e-27       1.5372e-27      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   3.95e-29       1.5080e-30       1.5080e-30      -0.00       -0.00        1.000     -5000.1
