# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 140.0 d   T_phot: 3514.699688028699 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.5876e+39 erg/s   peak F = 1.688 @ Δv = +85.8 km/s   EW = +35.51 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.62e+04       1.2471e+41       2.5876e+39      +3.87       +0.08        1.031        +0.0
  HI      Hbeta            4861.33   9.87e+03       1.9905e+39       8.4238e+38      +2.67       +1.13        1.614        +0.0
  HI      Hgamma           4340.47   3.30e+03       4.2672e+38       4.0045e+38      +2.25       +2.12        2.327        +0.0
  HI      Palpha          18751.01   1.27e+05       3.3731e+37       1.0505e+38      +8.71      +27.14        5.109        +0.0
  HI      Pbeta           12818.08   1.55e+04       2.0504e+37       7.8272e+37      +5.76      +22.01        5.895        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   5.03e+03       1.7794e+38       3.6920e+36      +2.32       +0.05        1.024        +0.0
  HeI     He_I_6678        6678.15   6.94e+00       9.3735e+37       1.9449e+36      +1.41       +0.03        1.016       -20.0
  HeI     He_I_7065        7065.19   6.85e+02       1.2897e+38       2.6759e+36      +2.53       +0.05        1.023        +0.0
  HeI     He_I_10830      10830.34   2.18e+05       4.8936e+38       1.0154e+37      +3.76       +0.08        1.034        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.89e-30       3.3725e-14       3.3725e-14      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.48e-30       9.4283e-21       9.4283e-21      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.37e-29       1.1577e-18       1.1577e-18      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   3.45e-29       1.8587e-21       1.8587e-21      -0.00       -0.00        1.000     -5000.1
