# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.6 d   T_phot: 9863.123838100366 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.0970e+39 erg/s   peak F = 3.637 @ Δv = +28.7 km/s   EW = -30.66 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.37e+06       1.0238e+41       9.0970e+39    -382.53      -33.99        4.475      -260.0
  HI      Hbeta            4861.33   3.03e+05       6.1133e+40       3.1507e+39    -113.89       -5.87        1.830      -260.0
  HI      Hgamma           4340.47   1.08e+05       5.7013e+40       1.4815e+39     -92.29       -2.40        1.363      -260.0
  HI      Palpha          18751.01   7.15e+06       8.3895e+38       3.6999e+38     -91.14      -40.20        2.489      -280.0
  HI      Pbeta           12818.08   1.01e+06       2.0526e+39       2.7820e+38     -46.24       -6.27        1.434      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.06e+06       3.4402e+39       3.0569e+38     -11.54       -1.03        1.180      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.2338e+37       5.2338e+37      -9.79       -9.79        1.471     -1200.0
  HeI     He_I_7065        7065.19   2.76e+05       1.1571e+39       1.0282e+38      +8.68       +0.77        1.079      -260.0
  HeI     He_I_10830      10830.34   4.84e+06       3.8518e+39       3.4226e+38     -68.60       -6.10        1.454      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   5.53e-15       6.9913e+23       6.9913e+23      +2.94       +2.94        1.918       +40.0
  HeII    He_II_3203       3203.10   7.64e-25       4.4903e+22       4.4903e+22      +1.11       +1.11        1.781     +2620.1
  HeII    He_II_4686       4685.71   1.03e-23       1.0359e+23       1.0359e+23      -3.67       -3.67        1.555     +1160.0
  HeII    He_II_10124     10123.60   1.00e-30       8.8521e+21       8.8521e+21     +13.96      +13.96        1.298     -2740.1
