# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 20.0 d   T_phot: 9866.693732349642 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.1460e+40 erg/s   peak F = 12.078 @ Δv = +28.7 km/s   EW = -126.78 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   8.76e+05       1.0517e+43       1.1460e+40  -107798.41     -117.47       10.420       +40.0
  HI      Hbeta            4861.33   1.89e+05       7.9887e+42       3.9133e+39  -42540.98      -20.84        3.343       +40.0
  HI      Hgamma           4340.47   6.32e+04       1.1982e+42       1.8447e+39   -5298.89       -8.16        1.623       +40.0
  HI      Palpha          18751.01   4.45e+06       1.9971e+42       4.6592e+38  -560304.74     -130.72        5.407       +40.0
  HI      Pbeta           12818.08   5.77e+05       4.6595e+40       3.4959e+38   -3521.50      -26.42        1.630       +40.0
# --- He I ---
  HeI     He_I_5876        5875.62   6.70e+05       3.4101e+39       3.7159e+36     -30.55       -0.03        1.004        +0.0
  HeI     He_I_6678        6678.15   7.62e+01       7.0005e+37       7.6283e+34      -0.08       -0.00        1.001      +100.0
  HeI     He_I_7065        7065.19   9.10e+04       1.0042e+39       1.0942e+36     -22.58       -0.02        1.003        +0.0
  HeI     He_I_10830      10830.34   3.66e+06       3.4909e+40       3.8040e+37   -1534.71       -1.67        1.049        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.26e-28       7.4237e+25       7.4237e+25      +1.39       +1.39        1.888      -260.0
  HeII    He_II_3203       3203.10   1.47e-28       4.7713e+24       4.7713e+24      +0.06       +0.06        2.053     +1840.0
  HeII    He_II_4686       4685.71   1.36e-27       1.1007e+25       1.1007e+25      +1.15       +1.15        1.607     +3800.1
  HeII    He_II_10124     10123.60   3.00e-27       9.4059e+23       9.4059e+23     +12.83      +12.83        1.377     -3000.1
