# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 80.0 d   T_phot: 5879.874638092087 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 6.0684e+40 erg/s   peak F = 20.975 @ Δv = +28.7 km/s   EW = +80.79 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.50e+04       1.1585e+42       6.0684e+40  -12250.41     -641.70       36.529       +40.0
  HI      Hbeta            4861.33   7.28e+03       1.3988e+40       2.0423e+40    -122.38     -178.68       22.108       +20.0
  HI      Hgamma           4340.47   2.43e+03       4.4186e+39       9.6521e+39     -41.78      -91.26       14.894        +0.0
  HI      Palpha          18751.01   3.69e+04       2.8075e+38       2.4661e+39     -46.58     -409.16       50.745       +40.0
  HI      Pbeta           12818.08   4.51e+03       3.9764e+38       1.8464e+39      -6.64      -30.84       12.816        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   7.34e+03       1.5091e+39       7.9048e+37     -18.66       -0.98        1.264       -20.0
  HeI     He_I_6678        6678.15   3.57e+00       9.0634e+38       4.7476e+37      +1.44       +0.08        1.040      -460.0
  HeI     He_I_7065        7065.19   9.99e+02       7.2272e+38       3.7858e+37      -1.17       -0.06        1.149       +80.0
  HeI     He_I_10830      10830.34   1.44e+05       2.0089e+40       1.0523e+39    -550.11      -28.82        2.440       +40.0
# --- He II ---
  HeII    He_II_1640       1640.42   6.09e-30       1.8980e+06       1.8980e+06      -0.87       -0.87        2.026     -1580.0
  HeII    He_II_3203       3203.10   1.00e-30       5.5488e+04       5.5488e+04      -0.22       -0.22        1.617     +1700.0
  HeII    He_II_4686       4685.71   9.21e-30       1.2820e+05       1.2820e+05      -3.02       -3.02        1.488      -980.0
  HeII    He_II_10124     10123.60   2.32e-29       1.0939e+04       1.0939e+04      +4.32       +4.32        1.307      -720.0
