# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 30.0 d   T_phot: 5723.197878304676 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.6876e+41 erg/s   peak F = 29.519 @ Δv = +28.7 km/s   EW = +68.28 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.71e+05       2.8033e+42       1.6876e+41  -23021.49    -1385.96       57.979       +40.0
  HI      Hbeta            4861.33   1.08e+05       2.0474e+42       5.6982e+40  -14726.40     -409.85       18.502       +20.0
  HI      Hgamma           4340.47   3.68e+04       2.0023e+42       2.6915e+40  -15301.24     -205.68        8.803       +20.0
  HI      Palpha          18751.01   1.54e+06       3.3207e+40       6.8589e+39   -3245.93     -670.45       11.976        +0.0
  HI      Pbeta           12818.08   2.03e+05       8.3384e+40       5.1379e+39   -2648.54     -163.20        4.090        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.34e+05       8.8385e+39       5.3210e+38     -88.82       -5.35        1.477       +20.0
  HeI     He_I_6678        6678.15   1.81e+03       1.6384e+39       9.8639e+37     -18.14       -1.09        1.155     -3960.1
  HeI     He_I_7065        7065.19   4.54e+04       3.1487e+39       1.8956e+38     -39.07       -2.35        1.338       +40.0
  HeI     He_I_10830      10830.34   1.80e+06       8.3911e+40       5.0517e+39   -1718.34     -103.45        3.467       -20.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.03e-25       3.5910e+21       3.5910e+21      +2.89       +2.89        2.182     +1380.0
  HeII    He_II_3203       3203.10   5.28e-30       2.3079e+20       2.3079e+20      +1.01       +1.01        2.007      -100.0
  HeII    He_II_4686       4685.71   4.90e-29       5.3241e+20       5.3241e+20      -7.06       -7.06        1.877     +1720.0
  HeII    He_II_10124     10123.60   1.82e-29       4.5497e+19       4.5497e+19      +4.79       +4.79        1.482     +1860.0
