# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 3.0 d   T_phot: 9338.474944864505 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.7537e+39 erg/s   peak F = 5.058 @ Δv = +28.7 km/s   EW = -46.15 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   0.00e+00       3.6344e+45       9.7537e+39  -15296991.28      -41.05        5.750      +120.0
  HI      Hbeta            4861.33   5.46e+02       1.4938e+44       3.3653e+39  -339494.48       -7.65        2.129       +20.0
  HI      Hgamma           4340.47   5.05e+02       7.4420e+42       1.5835e+39  -14297.42       -3.04        1.332       +60.0
  HI      Palpha          18751.01   2.56e+05       7.4695e+38       3.9666e+38     -79.96      -42.46        2.302       +40.0
  HI      Pbeta           12818.08   3.63e+04       1.8221e+39       2.9808e+38     -59.05       -9.66        1.416        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.01e+06       2.9709e+39       7.9731e+33      -2.46       -0.00        1.000      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.5925e+37       5.5925e+37      -0.98       -0.98        1.564     -1720.0
  HeI     He_I_7065        7065.19   2.72e+05       1.0247e+39       2.7500e+33      -2.07       -0.00        1.000      -300.0
  HeI     He_I_10830      10830.34   5.26e+06       3.7349e+39       1.0023e+34     -66.28       -0.00        1.000      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   8.84e-17       1.7177e+22       1.7177e+22      +0.61       +0.61        2.585     -1660.0
  HeII    He_II_3203       3203.10   8.05e-27       1.1034e+21       1.1034e+21      -3.27       -3.27        1.937      +240.0
  HeII    He_II_4686       4685.71   1.08e-25       2.5455e+21       2.5455e+21      -5.30       -5.30        1.677      +200.0
  HeII    He_II_10124     10123.60   1.00e-30       2.1753e+20       2.1753e+20      +1.42       +1.42        1.450      +500.0
