# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 90.0 d   T_phot: 5873.573826162043 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 7.6587e+40 erg/s   peak F = 26.951 @ Δv = +28.7 km/s   EW = -44.40 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   3.78e+04       1.2671e+42       7.6587e+40  -15389.38     -930.21       50.415       +20.0
  HI      Hbeta            4861.33   6.28e+03       1.3637e+40       2.5767e+40    -146.80     -277.37       29.782        +0.0
  HI      Hgamma           4340.47   2.10e+03       4.6186e+39       1.2178e+40     -52.09     -137.36       16.366       -20.0
  HI      Palpha          18751.01   4.36e+04       2.6572e+38       3.1123e+39     -63.80     -747.33       67.161        +0.0
  HI      Pbeta           12818.08   5.33e+03       3.6205e+38       2.3302e+39     -23.53     -151.47       15.964       +20.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.34e+03       1.4350e+39       8.6739e+37     -22.66       -1.37        1.392        +0.0
  HeI     He_I_6678        6678.15   1.00e+00       8.7158e+38       5.2683e+37      -8.44       -0.51        1.045      +200.0
  HeI     He_I_7065        7065.19   5.90e+02       6.9052e+38       4.1739e+37      +5.60       +0.34        1.107       -20.0
  HeI     He_I_10830      10830.34   1.26e+05       1.6258e+40       9.8274e+38    -519.93      -31.43        2.532       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.90e-30       7.1359e+05       7.1359e+05      -2.96       -2.96        1.949     -3840.1
  HeII    He_II_3203       3203.10   1.08e-30       1.0562e+04       1.0562e+04      -2.07       -2.07        1.605      -440.0
  HeII    He_II_4686       4685.71   1.00e-29       2.4490e+04       2.4490e+04      +3.31       +3.31        1.500       +20.0
  HeII    He_II_10124     10123.60   2.52e-29       2.0821e+03       2.0821e+03      +5.01       +5.01        1.313     +3920.1
