# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 70.0 d   T_phot: 5922.553110770858 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 8.1495e+40 erg/s   peak F = 25.087 @ Δv = +28.7 km/s   EW = +4.44 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.12e+04       1.2926e+42       8.1495e+40  -12058.68     -760.29       46.217       +40.0
  HI      Hbeta            4861.33   9.84e+03       1.8576e+40       2.7433e+40    -146.34     -216.13       23.996       +60.0
  HI      Hgamma           4340.47   3.29e+03       6.4040e+39       1.2965e+40     -45.29      -91.68       17.591       +40.0
  HI      Palpha          18751.01   1.54e+05       3.0732e+38       3.3118e+39     -41.29     -445.01       64.158       +80.0
  HI      Pbeta           12818.08   1.88e+04       4.3790e+38       2.4797e+39      +3.85      +21.78       20.253       +60.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.29e+04       1.8653e+39       1.1761e+38     -24.71       -1.56        1.415        +0.0
  HeI     He_I_6678        6678.15   2.59e+01       1.1535e+39       7.2726e+37      +2.25       +0.14        1.040      -840.0
  HeI     He_I_7065        7065.19   1.76e+03       8.9744e+38       5.6583e+37      +2.12       +0.13        1.175        +0.0
  HeI     He_I_10830      10830.34   2.98e+05       2.7029e+40       1.7042e+39    -663.00      -41.80        2.815       +40.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.26e-29       4.9034e+06       4.9034e+06      -2.40       -2.40        1.963     +3920.1
  HeII    He_II_3203       3203.10   3.67e-30       2.1314e+05       2.1314e+05      -2.04       -2.04        1.759      -600.0
  HeII    He_II_4686       4685.71   3.41e-29       4.9208e+05       4.9208e+05      -0.39       -0.39        1.430      -840.0
  HeII    He_II_10124     10123.60   8.58e-29       4.2017e+04       4.2017e+04      -2.27       -2.27        1.372      +360.0
