# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.1 d   T_phot: 10022.46667060751 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.0549e+39 erg/s   peak F = 3.618 @ Δv = +28.7 km/s   EW = -30.83 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.34e+06       1.0047e+41       9.0549e+39    -367.72      -33.14        4.315      -260.0
  HI      Hbeta            4861.33   2.97e+05       6.0831e+40       3.1390e+39    -115.01       -5.93        1.856      -260.0
  HI      Hgamma           4340.47   1.05e+05       5.7139e+40       1.4758e+39     -82.98       -2.14        1.326      -260.0
  HI      Palpha          18751.01   6.98e+06       8.2859e+38       3.6829e+38     -63.03      -28.02        2.459      -280.0
  HI      Pbeta           12818.08   9.84e+05       2.0416e+39       2.7695e+38     -64.66       -8.77        1.402      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.01e+06       3.5977e+39       3.2426e+38     -12.06       -1.09        1.195      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.2333e+37       5.2333e+37      -0.28       -0.28        1.548     -2460.1
  HeI     He_I_7065        7065.19   2.73e+05       1.2041e+39       1.0853e+38      -6.73       -0.61        1.066      -280.0
  HeI     He_I_10830      10830.34   4.80e+06       3.9080e+39       3.5222e+38     -59.18       -5.33        1.405      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.23e-14       1.8593e+24       1.8593e+24      -1.91       -1.91        2.017      -260.0
  HeII    He_II_3203       3203.10   1.82e-24       1.1941e+23       1.1941e+23      -1.38       -1.38        1.855     +1060.0
  HeII    He_II_4686       4685.71   2.45e-23       2.7547e+23       2.7547e+23      +3.48       +3.48        1.624     -1160.0
  HeII    He_II_10124     10123.60   1.00e-30       2.3540e+22       2.3540e+22      +5.59       +5.59        1.380      -760.0
