# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.2 d   T_phot: 9990.598104106084 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.0633e+39 erg/s   peak F = 3.475 @ Δv = +28.7 km/s   EW = -31.54 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.35e+06       1.0006e+41       9.0633e+39    -358.47      -32.47        4.183      -260.0
  HI      Hbeta            4861.33   3.00e+05       6.0631e+40       3.1413e+39    -105.91       -5.49        1.840      -260.0
  HI      Hgamma           4340.47   1.06e+05       5.6874e+40       1.4769e+39     -91.33       -2.37        1.327      -260.0
  HI      Palpha          18751.01   7.15e+06       8.3046e+38       3.6863e+38     -93.60      -41.55        2.572      -280.0
  HI      Pbeta           12818.08   1.00e+06       2.0433e+39       2.7720e+38     -55.05       -7.47        1.377      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.03e+06       3.5659e+39       3.2299e+38      -3.68       -0.33        1.164      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.2334e+37       5.2334e+37      -2.56       -2.56        1.514     -2860.1
  HeI     He_I_7065        7065.19   2.76e+05       1.1946e+39       1.0821e+38      -8.99       -0.81        1.131      -280.0
  HeI     He_I_10830      10830.34   4.79e+06       3.8947e+39       3.5277e+38     -52.70       -4.77        1.470      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.04e-14       1.5324e+24       1.5324e+24      -0.60       -0.60        2.481      -160.0
  HeII    He_II_3203       3203.10   1.53e-24       9.8416e+22       9.8416e+22      +3.95       +3.95        1.737      +620.0
  HeII    He_II_4686       4685.71   2.06e-23       2.2703e+23       2.2703e+23      -0.76       -0.76        1.592     +1060.0
  HeII    He_II_10124     10123.60   1.00e-30       1.9401e+22       1.9401e+22      -6.94       -6.94        1.455       +40.0
