# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 10.0 d   T_phot: 8234.528970381638 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0783e+40 erg/s   peak F = 4.685 @ Δv = +28.7 km/s   EW = -46.25 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   8.02e+05       8.4731e+40       1.0783e+40    -382.82      -48.72        6.051      -280.0
  HI      Hbeta            4861.33   1.84e+05       3.1156e+40       3.6842e+39     -77.13       -9.12        2.312      -280.0
  HI      Hgamma           4340.47   6.49e+04       2.7910e+40       1.7365e+39     -60.89       -3.79        1.597      -280.0
  HI      Palpha          18751.01   4.46e+06       3.5230e+38       4.3840e+38     -10.59      -13.18        3.226      -280.0
  HI      Pbeta           12818.08   6.22e+05       8.3922e+38       3.2897e+38     -16.30       -6.39        1.768      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.69e+06       1.8246e+39       2.3221e+38      -1.70       -0.22        1.137      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.9680e+37       5.9680e+37      +6.64       +6.64        1.469       +60.0
  HeI     He_I_7065        7065.19   2.29e+05       6.6781e+38       8.4988e+37      -2.36       -0.30        1.079      -280.0
  HeI     He_I_10830      10830.34   6.07e+06       2.7415e+39       3.4889e+38     -61.18       -7.79        1.475      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.57e-21       1.2080e+18       1.2080e+18      +3.38       +3.38        1.885      +240.0
  HeII    He_II_3203       3203.10   2.06e-28       7.7601e+16       7.7601e+16      +1.56       +1.56        2.018     -3240.1
  HeII    He_II_4686       4685.71   2.00e-27       1.7902e+17       1.7902e+17      -9.76       -9.76        1.778      +800.0
  HeII    He_II_10124     10123.60   3.51e-27       1.5298e+16       1.5298e+16      -2.82       -2.82        1.431     +1160.0
