# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.4 d   T_phot: 9926.860971103226 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.0801e+39 erg/s   peak F = 3.596 @ Δv = +28.7 km/s   EW = -27.87 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.35e+06       1.0073e+41       9.0801e+39    -371.72      -33.51        4.496      -260.0
  HI      Hbeta            4861.33   3.00e+05       6.0732e+40       3.1460e+39    -118.55       -6.14        1.860      -260.0
  HI      Hgamma           4340.47   1.06e+05       5.6807e+40       1.4792e+39     -86.12       -2.24        1.334      -260.0
  HI      Palpha          18751.01   6.95e+06       8.3455e+38       3.6931e+38     -76.17      -33.71        2.627      -280.0
  HI      Pbeta           12818.08   9.80e+05       2.0475e+39       2.7770e+38     -49.26       -6.68        1.401      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.07e+06       3.5026e+39       3.1572e+38      -1.67       -0.15        1.257      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.2336e+37       5.2336e+37      +3.43       +3.43        1.501     -1120.0
  HeI     He_I_7065        7065.19   2.77e+05       1.1758e+39       1.0598e+38      +4.85       +0.44        1.092      -280.0
  HeI     He_I_10830      10830.34   4.77e+06       3.8695e+39       3.4879e+38     -55.17       -4.97        1.396      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.59e-15       1.0374e+24       1.0374e+24      +1.43       +1.43        2.059     +3400.1
  HeII    He_II_3203       3203.10   1.08e-24       6.6628e+22       6.6628e+22      +0.36       +0.36        1.698      -960.0
  HeII    He_II_4686       4685.71   1.46e-23       1.5370e+23       1.5370e+23      -4.76       -4.76        1.691      +780.0
  HeII    He_II_10124     10123.60   1.00e-30       1.3135e+22       1.3135e+22      +9.83       +9.83        1.397      +160.0
