# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 140.0 d   T_phot: 3387.249862889289 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.5102e+40 erg/s   peak F = 1.026 @ Δv = +399.8 km/s   EW = +89.14 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.59e+05       2.9338e+42       4.5102e+40      -2.85       -0.04        1.027        +0.0
  HI      Hbeta            4861.33   3.41e+04       2.9619e+40       1.4588e+40      -2.11       -1.04        1.854        +0.0
  HI      Hgamma           4340.47   1.14e+04       7.5009e+39       6.9429e+39      -1.90       -1.76        2.602        +0.0
  HI      Palpha          18751.01   4.83e+05       1.9208e+39       1.8307e+39      -8.04       -7.66        2.651        +0.0
  HI      Pbeta           12818.08   6.41e+04       9.1151e+38       1.3627e+39      -5.41       -8.08        3.588        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   7.91e+03       2.0225e+39       3.1092e+37      -2.32       -0.04        1.026        +0.0
  HeI     He_I_6678        6678.15   1.68e+02       1.2769e+39       1.9630e+37      -1.46       -0.02        1.020        +0.0
  HeI     He_I_7065        7065.19   1.08e+03       1.5366e+39       2.3622e+37      -2.14       -0.03        1.025        +0.0
  HeI     He_I_10830      10830.34   4.21e+05       3.3228e+39       5.1082e+37      -4.75       -0.07        1.027        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.98e-30       1.4868e-16       1.4868e-16      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.51e-30       2.6789e-23       2.6789e-23      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.40e-29       3.7798e-21       3.7798e-21      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   3.54e-29       5.2812e-24       5.2812e-24      -0.00       -0.00        1.000     -5000.1
