# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 150.0 d   T_phot: 3192.018574761059 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.8909e+40 erg/s   peak F = 1.031 @ Δv = +399.8 km/s   EW = +88.85 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.73e+05       3.6264e+42       4.8909e+40      -2.42       -0.03        1.023        +0.0
  HI      Hbeta            4861.33   3.71e+04       3.0848e+40       1.5770e+40      -1.80       -0.92        1.882        +0.0
  HI      Hgamma           4340.47   1.25e+04       7.4021e+39       7.5094e+39      -1.63       -1.66        2.741        +0.0
  HI      Palpha          18751.01   4.61e+05       1.2556e+39       1.9851e+39      -6.90      -10.91        3.728        +0.0
  HI      Pbeta           12818.08   6.07e+04       7.6039e+38       1.4769e+39      -4.70       -9.13        4.336        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   7.05e+03       2.3245e+39       3.1351e+37      -2.00       -0.03        1.023        +0.0
  HeI     He_I_6678        6678.15   1.28e+02       1.4754e+39       1.9898e+37      -1.27       -0.02        1.017        +0.0
  HeI     He_I_7065        7065.19   9.59e+02       1.7468e+39       2.3559e+37      -1.81       -0.02        1.021        +0.0
  HeI     He_I_10830      10830.34   4.25e+05       3.3005e+39       4.4514e+37      -4.05       -0.05        1.023        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.24e-30       1.6697e-20       1.6697e-20      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.61e-30       1.4458e-27       1.4458e-27      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.50e-29       2.5723e-25       2.5723e-25      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   3.77e-29       2.8503e-28       2.8503e-28      -0.00       -0.00        1.000     -5000.1
