# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 1.0 d   T_phot: 25659.85411347171 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.6772e+27 erg/s   peak F = 1.000 @ Δv = +314.2 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.57e-08       2.2642e+33       3.6772e+27      +0.00       +0.00        1.000       -60.0
  HI      Hbeta            4861.33   2.28e-09       7.1842e+32       1.3563e+27      +0.00       +0.00        1.000        +0.0
  HI      Hgamma           4340.47   7.75e-10       3.1889e+32       6.3071e+26      +0.00       +0.00        1.000      -100.0
  HI      Palpha          18751.01   6.88e-09       1.9879e+32       1.4984e+26      +0.00       +0.00        1.000      -140.0
  HI      Pbeta           12818.08   1.15e-09       9.3917e+31       1.1371e+26      +0.00       +0.00        1.000      -300.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.03e+05       6.1748e+40       1.0028e+35      +1.79       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   2.92e+04       3.2967e+40       5.3540e+34      +2.04       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   2.79e+04       2.8041e+40       4.5540e+34      +2.16       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   1.24e+05       3.4691e+40       5.6339e+34      +3.30       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.07e+04       1.0363e+41       1.6831e+35      +0.50       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   2.68e+01       7.0420e+39       1.1437e+34      +0.85       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   2.44e+02       1.7042e+40       2.7678e+34      +1.34       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   2.03e+01       2.7047e+39       4.3925e+33      +2.41       +0.00        1.000        +0.0
