# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.8 d   T_phot: 25897.79607536964 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.7004e+27 erg/s   peak F = 1.000 @ Δv = +285.6 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.73e-08       2.2651e+33       3.7004e+27      +0.00       +0.00        1.000        +0.0
  HI      Hbeta            4861.33   2.51e-09       7.2078e+32       1.3657e+27      +0.00       +0.00        1.000       -60.0
  HI      Hgamma           4340.47   8.54e-10       3.2037e+32       6.3502e+26      +0.00       +0.00        1.000      -100.0
  HI      Palpha          18751.01   7.53e-09       1.9944e+32       1.5078e+26      +0.00       +0.00        1.000        +0.0
  HI      Pbeta           12818.08   1.26e-09       9.4353e+31       1.1444e+26      +0.00       +0.00        1.000      -300.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.05e+05       6.1750e+40       1.0088e+35      +1.75       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   2.90e+04       3.1975e+40       5.2237e+34      +1.99       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   2.83e+04       2.7822e+40       4.5452e+34      +2.10       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   1.25e+05       3.4968e+40       5.7126e+34      +3.22       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.12e+04       1.1398e+41       1.8621e+35      +0.49       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   3.42e+01       7.8808e+39       1.2875e+34      +0.84       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   3.11e+02       1.8404e+40       3.0067e+34      +1.34       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   2.90e+01       2.8666e+39       4.6830e+33      +2.44       +0.00        1.000        +0.0
