# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 2.0 d   T_phot: 24507.03062493108 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.5145e+27 erg/s   peak F = 1.000 @ Δv = +257.1 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.16e-08       2.2548e+33       3.5145e+27      +0.00       +0.00        1.000        +0.0
  HI      Hbeta            4861.33   1.68e-09       7.0563e+32       1.2921e+27      +0.00       +0.00        1.000      -140.0
  HI      Hgamma           4340.47   5.71e-10       3.1120e+32       6.0122e+26      +0.00       +0.00        1.000      -320.0
  HI      Palpha          18751.01   5.12e-09       1.9525e+32       1.4320e+26      +0.00       +0.00        1.000       -80.0
  HI      Pbeta           12818.08   8.50e-10       9.1652e+31       1.0862e+26      +0.00       +0.00        1.000      -320.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.94e+05       6.3765e+40       9.9391e+34      +2.01       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   3.22e+04       3.9717e+40       6.1906e+34      +2.29       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   2.66e+04       3.0336e+40       4.7286e+34      +2.42       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   1.30e+05       3.3211e+40       5.1767e+34      +3.71       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.15e+04       6.5536e+40       1.0215e+35      +0.56       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   7.09e+00       4.0901e+39       6.3753e+33      +0.86       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   6.53e+01       1.1474e+40       1.7884e+34      +1.38       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   2.72e+00       1.9590e+39       3.0535e+33      +2.46       +0.00        1.000        +0.0
