 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -1.827755E-01       4.162500E+01       4.302735E+01
     -1.524682E-01       4.162500E+01       4.302612E+01
     -1.238452E-01       4.162500E+01       4.302490E+01
     -5.751879E-02       4.162500E+01       4.302243E+01
      0.000000E+00       4.477100E+01       4.301995E+01
      1.412962E-01       4.472200E+01       4.301410E+01
      2.050320E-01       4.471100E+01       4.301157E+01
      6.212589E-01       4.466200E+01       4.299454E+01
      7.550255E-01       4.465000E+01       4.298918E+01
      8.514358E-01       4.464200E+01       4.298534E+01
      8.514519E-01       4.464200E+01       4.298534E+01
      8.788146E-01       4.464000E+01       4.298426E+01
      9.738921E-01       4.463200E+01       4.298046E+01
      1.067017E+00       4.462400E+01       4.297681E+01
      1.157810E+00       4.461700E+01       4.297322E+01
      1.236330E+00       4.461100E+01       4.297016E+01
      1.301012E+00       4.460600E+01       4.296759E+01
      1.301012E+00       4.460600E+01       4.296759E+01
      1.301433E+00       4.460600E+01       4.296759E+01
      1.368787E+00       4.460100E+01       4.296492E+01
      1.425043E+00       4.459700E+01       4.296270E+01
      1.520213E+00       4.459000E+01       4.295895E+01
      1.558721E+00       4.458700E+01       4.295746E+01
      1.560441E+00       4.458700E+01       4.295737E+01
      1.660659E+00       4.457900E+01       4.295342E+01
      1.703041E+00       4.457500E+01       4.295182E+01
      1.703354E+00       4.457500E+01       4.295177E+01
      1.731856E+00       4.457300E+01       4.295066E+01
      1.867505E+00       4.456300E+01       4.294537E+01
      2.007020E+00       4.455200E+01       4.293982E+01
      2.112929E+00       4.454400E+01       4.293576E+01
      2.252435E+00       4.453400E+01       4.293034E+01
      2.371950E+00       4.452500E+01       4.292562E+01
      2.489782E+00       4.451600E+01       4.292085E+01
      2.581418E+00       4.451000E+01       4.291735E+01
      2.658063E+00       4.450500E+01       4.291434E+01
      2.729195E+00       4.450000E+01       4.291164E+01
      2.784803E+00       4.449600E+01       4.290950E+01
      2.814294E+00       4.449400E+01       4.290838E+01
      2.835526E+00       4.449200E+01       4.290752E+01
      2.848784E+00       4.449100E+01       4.290703E+01
      2.859714E+00       4.449100E+01       4.290660E+01
      2.870628E+00       4.449000E+01       4.290617E+01
      2.881682E+00       4.448900E+01       4.290569E+01
      2.888846E+00       4.448900E+01       4.290547E+01
      2.895986E+00       4.448800E+01       4.290520E+01
      2.902534E+00       4.448800E+01       4.290493E+01
      2.907279E+00       4.448700E+01       4.290477E+01
      2.912459E+00       4.448700E+01       4.290455E+01
      2.916752E+00       4.448700E+01       4.290439E+01
      2.920887E+00       4.448700E+01       4.290423E+01
      2.924433E+00       4.448600E+01       4.290407E+01
      2.927184E+00       4.448600E+01       4.290396E+01
      2.930151E+00       4.448600E+01       4.290385E+01
