# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.2 d   T_phot: 25798.56640363478 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.2487e+27 erg/s   peak F = 1.000 @ Δv = +200.0 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.04e-08       1.9074e+33       3.2487e+27      +0.00       +0.00        1.000        +0.0
  HI      Hbeta            4861.33   2.96e-09       6.0683e+32       1.1989e+27      +0.00       +0.00        1.000      -140.0
  HI      Hgamma           4340.47   1.00e-09       2.6967e+32       5.5747e+26      +0.00       +0.00        1.000        +0.0
  HI      Palpha          18751.01   8.44e-09       1.6791e+32       1.3238e+26      +0.00       +0.00        1.000      -100.0
  HI      Pbeta           12818.08   1.37e-09       7.9422e+31       1.0047e+26      +0.00       +0.00        1.000      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.41e+05       5.2371e+40       8.9197e+34      +1.46       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   3.95e+04       2.5647e+40       4.3681e+34      +1.66       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   3.31e+04       2.3398e+40       3.9851e+34      +1.76       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   1.64e+05       2.9708e+40       5.0598e+34      +2.70       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.61e+04       9.7264e+40       1.6566e+35      +0.41       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   2.97e+01       6.6392e+39       1.1308e+34      +0.78       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   2.72e+02       1.5532e+40       2.6454e+34      +1.16       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   1.85e+01       2.3914e+39       4.0729e+33      +2.18       +0.00        1.000        +0.0
