# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 3.0 d   T_phot: 15277.69818040986 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0670e+27 erg/s   peak F = 1.000 @ Δv = +228.5 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.61e-07       1.8062e+33       1.0670e+27      +0.00       +0.00        1.000       -40.0
  HI      Hbeta            4861.33   2.32e-08       4.6494e+32       3.8082e+26      +0.00       +0.00        1.000      -160.0
  HI      Hgamma           4340.47   7.85e-09       1.8719e+32       1.7812e+26      +0.00       +0.00        1.000      -120.0
  HI      Palpha          18751.01   5.89e-08       1.2865e+32       4.3435e+25      +0.00       +0.00        1.000       -40.0
  HI      Pbeta           12818.08   9.43e-09       5.5129e+31       3.2803e+25      +0.00       +0.00        1.000      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   8.28e+02       9.5134e+39       5.6199e+33      +2.58       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   2.30e+01       1.1903e+40       7.0316e+33      +2.52       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   1.13e+02       2.3212e+39       1.3712e+33      +2.83       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   9.82e+03       9.9937e+39       5.9036e+33      +5.33       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.92e-02       3.4293e+35       3.4293e+35      +0.17       +0.17        1.062        +0.0
  HeII    He_II_3203       3203.10   1.88e-11       1.6648e+33       1.6648e+33      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   2.21e-10       4.7184e+33       4.7184e+33      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   1.00e-30       3.2820e+32       3.2820e+32      +0.00       +0.00        1.000        +0.0
