# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 20.0 d   T_phot: 11748.03443865472 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.9051e+27 erg/s   peak F = 1.363 @ Δv = +57.2 km/s   EW = -1.72 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   6.37e-08       1.4560e+33       1.9051e+27      -4.47       -0.00        1.000      -300.0
  HI      Hbeta            4861.33   9.07e-09       3.1822e+32       6.7175e+26      -2.33       -0.00        1.000      -620.0
  HI      Hgamma           4340.47   3.06e-09       1.1868e+32       3.1487e+26      +4.36       +0.00        1.000     +1820.0
  HI      Palpha          18751.01   1.70e-08       8.8055e+31       7.7527e+25      -3.59       -0.00        1.000      -940.0
  HI      Pbeta           12818.08   2.66e-09       3.4954e+31       5.8446e+25     +10.39       +0.00        1.000     +2140.1
# --- He I ---
  HeI     He_I_5876        5875.62   1.38e+00       3.3937e+39       4.4406e+33     -10.63       -0.00        1.000     -1400.0
  HeI     He_I_6678        6678.15   9.56e-03       1.0472e+39       1.0472e+39      -8.13       -8.13        1.620      +220.0
  HeI     He_I_7065        7065.19   1.87e-01       1.9675e+38       1.9675e+38      +3.85       +3.85        1.647       -20.0
  HeI     He_I_10830      10830.34   3.86e+02       6.2900e+38       8.2303e+32     -46.51       -0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.93e-09       2.1017e+30       2.1017e+30      -3.28       -3.28        2.090      -260.0
  HeII    He_II_3203       3203.10   4.48e-18       1.3506e+29       1.3506e+29      -1.19       -1.19        1.911      +560.0
  HeII    He_II_4686       4685.71   6.01e-17       3.1157e+29       3.1157e+29      -6.44       -6.44        1.846      +400.0
  HeII    He_II_10124     10123.60   1.00e-30       2.6625e+28       2.6625e+28      +3.82       +3.82        1.444     -1540.0
