# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 9.0 d   T_phot: 17946.52800136145 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.9078e+26 erg/s   peak F = 1.135 @ Δv = +142.9 km/s   EW = -2.78 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   8.52e-08       1.9672e+33       9.9078e+26      +0.18       +0.00        1.000      +740.0
  HI      Hbeta            4861.33   1.23e-08       5.2806e+32       3.5531e+26      +2.56       +0.00        1.000     -1820.0
  HI      Hgamma           4340.47   4.16e-09       2.1695e+32       1.6605e+26     -10.89       -0.00        1.000     +2880.1
  HI      Palpha          18751.01   3.13e-08       1.4612e+32       4.0338e+25      -4.66       -0.00        1.000      +740.0
  HI      Pbeta           12818.08   5.04e-09       6.3896e+31       3.0486e+25      +5.83       +0.00        1.000      -440.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.32e+04       3.7519e+39       1.8897e+33      +5.39       +0.00        1.000     +4560.1
  HeI     He_I_6678        6678.15   1.01e+03       3.7493e+39       1.8884e+33      +1.57       +0.00        1.000     +1520.0
  HeI     He_I_7065        7065.19   3.16e+03       5.5936e+38       2.8172e+32      +0.54       +0.00        1.000     -2360.1
  HeI     He_I_10830      10830.34   5.45e+04       3.6932e+39       1.8601e+33     -20.15       -0.00        1.000      +140.0
# --- He II ---
  HeII    He_II_1640       1640.42   9.86e+00       1.1416e+37       5.7498e+30      -0.29       -0.00        1.000     +1100.0
  HeII    He_II_3203       3203.10   1.07e-07       7.6256e+35       7.6256e+35      +3.39       +3.39        1.614     -3660.1
  HeII    He_II_4686       4685.71   9.76e-07       2.4652e+36       2.4652e+36      -5.23       -5.23        1.574     +2440.1
  HeII    He_II_10124     10123.60   6.00e-08       1.5035e+35       1.5035e+35      -3.87       -3.87        1.393      -680.0
