# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.6 d   T_phot: 15804.82338791798 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.9575e+26 erg/s   peak F = 1.000 @ Δv = +200.0 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.95e-07       1.9306e+33       9.9575e+26      +0.00       +0.00        1.000       -40.0
  HI      Hbeta            4861.33   4.25e-08       5.1727e+32       3.5695e+26      +0.00       +0.00        1.000       -60.0
  HI      Hgamma           4340.47   1.44e-08       2.1215e+32       1.6683e+26      +0.00       +0.00        1.000      -280.0
  HI      Palpha          18751.01   1.13e-07       1.4313e+32       4.0540e+25      +0.00       +0.00        1.000      -120.0
  HI      Pbeta           12818.08   1.83e-08       6.2481e+31       3.0637e+25      +0.00       +0.00        1.000      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.07e+04       1.7098e+40       8.8186e+33      +2.63       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   7.43e+02       1.7668e+40       9.1128e+33      +2.75       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   2.81e+03       5.7502e+39       2.9658e+33      +3.02       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   5.55e+04       2.4129e+40       1.2445e+34      +5.10       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.26e+00       1.1624e+37       5.9953e+30      +0.48       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   5.76e-08       2.2844e+34       2.2844e+34      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   5.27e-07       7.3129e+34       7.3129e+34      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   3.37e-08       4.5033e+33       4.5033e+33      +0.00       +0.00        1.000        +0.0
