# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.4 d   T_phot: 15885.07352843054 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.9160e+26 erg/s   peak F = 1.000 @ Δv = +228.5 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   3.22e-07       1.9447e+33       9.9160e+26      +0.00       +0.00        1.000       -80.0
  HI      Hbeta            4861.33   4.65e-08       5.2281e+32       3.5560e+26      +0.00       +0.00        1.000       -40.0
  HI      Hgamma           4340.47   1.58e-08       2.1476e+32       1.6619e+26      +0.00       +0.00        1.000      -280.0
  HI      Palpha          18751.01   1.25e-07       1.4467e+32       4.0372e+25      +0.00       +0.00        1.000      -100.0
  HI      Pbeta           12818.08   2.02e-08       6.3249e+31       3.0511e+25      +0.00       +0.00        1.000      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.74e+04       1.8944e+40       9.6594e+33      +2.66       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   1.02e+03       1.8247e+40       9.3044e+33      +2.80       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   3.73e+03       6.6077e+39       3.3693e+33      +3.07       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   6.54e+04       2.6271e+40       1.3395e+34      +5.16       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.08e+01       1.6521e+37       8.4243e+30      +0.50       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   1.29e-07       2.9392e+34       2.9392e+34      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   1.18e-06       9.4273e+34       9.4273e+34      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   7.34e-08       5.7943e+33       5.7943e+33      +0.00       +0.00        1.000        +0.0
