# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 2.0 d   T_phot: 15205.47529732497 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0242e+27 erg/s   peak F = 1.000 @ Δv = +200.0 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.87e-07       1.8343e+33       1.0242e+27      +0.00       +0.00        1.000       -40.0
  HI      Hbeta            4861.33   2.69e-08       4.7952e+32       3.6612e+26      +0.00       +0.00        1.000      -120.0
  HI      Hgamma           4340.47   9.12e-09       1.9444e+32       1.7120e+26      +0.00       +0.00        1.000       -40.0
  HI      Palpha          18751.01   7.00e-08       1.3269e+32       4.1697e+25      +0.00       +0.00        1.000      -140.0
  HI      Pbeta           12818.08   1.12e-08       5.7265e+31       3.1498e+25      +0.00       +0.00        1.000      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.87e+03       1.0315e+40       5.7597e+33      +2.59       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   8.52e+01       1.4252e+40       7.9578e+33      +2.60       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   3.90e+02       2.6398e+39       1.4740e+33      +2.90       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   1.89e+04       1.2998e+40       7.2579e+33      +5.21       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.64e-01       5.2648e+35       5.2648e+35      +0.22       +0.22        1.090        +0.0
  HeII    He_II_3203       3203.10   2.55e-10       3.1425e+33       3.1425e+33      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   2.55e-09       8.8734e+33       8.8734e+33      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   1.00e-30       6.1950e+32       6.1950e+32      +0.00       +0.00        1.000        +0.0
