# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.3 d   T_phot: 15921.73561881442 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.8943e+26 erg/s   peak F = 1.000 @ Δv = +228.5 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   3.40e-07       1.9522e+33       9.8943e+26      +0.00       +0.00        1.000       -80.0
  HI      Hbeta            4861.33   4.91e-08       5.2575e+32       3.5490e+26      +0.00       +0.00        1.000       -20.0
  HI      Hgamma           4340.47   1.66e-08       2.1614e+32       1.6585e+26      +0.00       +0.00        1.000      -280.0
  HI      Palpha          18751.01   1.32e-07       1.4548e+32       4.0284e+25      +0.00       +0.00        1.000      -100.0
  HI      Pbeta           12818.08   2.13e-08       6.3655e+31       3.0446e+25      +0.00       +0.00        1.000      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.14e+04       1.9938e+40       1.0105e+34      +2.68       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   1.19e+03       1.8582e+40       9.4182e+33      +2.83       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   4.27e+03       7.0739e+39       3.5853e+33      +3.10       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   7.09e+04       2.7394e+40       1.3884e+34      +5.19       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.30e+01       1.9447e+37       9.8564e+30      +0.52       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   1.90e-07       3.3187e+34       3.3187e+34      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   1.74e-06       1.0649e+35       1.0649e+35      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   1.04e-07       6.5423e+33       6.5423e+33      +0.00       +0.00        1.000        +0.0
