# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.1 d   T_phot: 15995.05979958219 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 9.8515e+26 erg/s   peak F = 1.000 @ Δv = +228.5 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   3.83e-07       1.9671e+33       9.8515e+26      +0.00       +0.00        1.000       -40.0
  HI      Hbeta            4861.33   5.52e-08       5.3161e+32       3.5351e+26      +0.00       +0.00        1.000      -180.0
  HI      Hgamma           4340.47   1.87e-08       2.1889e+32       1.6519e+26      +0.00       +0.00        1.000      -280.0
  HI      Palpha          18751.01   1.49e-07       1.4710e+32       4.0110e+25      +0.00       +0.00        1.000      -100.0
  HI      Pbeta           12818.08   2.41e-08       6.4466e+31       3.0316e+25      +0.00       +0.00        1.000      -240.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.16e+04       2.1848e+40       1.0942e+34      +2.73       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   1.63e+03       1.9174e+40       9.6028e+33      +2.88       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   5.66e+03       7.9935e+39       4.0032e+33      +3.16       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   8.40e+04       2.9762e+40       1.4905e+34      +5.24       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.92e+01       2.6098e+37       1.3070e+31      +0.54       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   4.20e-07       4.2097e+34       4.2097e+34      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   3.86e-06       1.3513e+35       1.3513e+35      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   2.03e-07       8.2989e+33       8.2989e+33      +0.00       +0.00        1.000        +0.0
