# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 6.0 d   T_phot: 18450.33575594712 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0076e+27 erg/s   peak F = 1.091 @ Δv = +85.8 km/s   EW = -1.97 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.08e-07       1.8330e+33       1.0076e+27      -4.85       -0.00        1.000     -2500.1
  HI      Hbeta            4861.33   1.55e-08       4.8271e+32       3.6062e+26      -2.32       -0.00        1.000     -1260.0
  HI      Hgamma           4340.47   5.23e-09       1.9677e+32       1.6859e+26      -4.88       -0.00        1.000      +900.0
  HI      Palpha          18751.01   4.37e-08       1.3357e+32       4.1019e+25      +9.05       +0.00        1.000      +720.0
  HI      Pbeta           12818.08   7.11e-09       5.7951e+31       3.0991e+25      +8.72       +0.00        1.000      +600.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.98e+03       2.9247e+39       1.6076e+33      +9.29       +0.00        1.000      -160.0
  HeI     He_I_6678        6678.15   8.44e+01       2.7104e+39       1.4899e+33      -1.05       -0.00        1.000     +2440.1
  HeI     He_I_7065        7065.19   4.06e+02       5.2769e+38       2.9006e+32      +2.09       +0.00        1.000     -1880.0
  HeI     He_I_10830      10830.34   1.95e+04       2.4962e+39       1.3721e+33      -5.30       -0.00        1.000      +480.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.81e-01       2.7519e+37       2.7519e+37      -1.54       -1.54        2.683     +1000.0
  HeII    He_II_3203       3203.10   1.54e-10       1.9031e+36       1.9031e+36      +6.02       +6.02        1.708      +580.0
  HeII    He_II_4686       4685.71   1.57e-09       6.0918e+36       6.0918e+36      +0.66       +0.66        1.683     +1140.0
  HeII    He_II_10124     10123.60   1.00e-30       3.7770e+35       3.7770e+35      +2.42       +2.42        1.493       -40.0
