# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.8 d   T_phot: 7796.555051337873 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.6733e+40 erg/s   peak F = 7.573 @ Δv = +28.7 km/s   EW = -87.42 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.20e+06       9.8173e+40       2.6733e+40    -328.85      -89.55       11.669      -260.0
  HI      Hbeta            4861.33   7.89e+05       2.0107e+40       9.1128e+39     -37.52      -17.00        4.457      -260.0
  HI      Hgamma           4340.47   2.85e+05       1.6022e+40       4.2970e+39     -31.22       -8.37        2.272      -260.0
  HI      Palpha          18751.01   2.93e+07       1.4151e+38       1.0868e+39      +8.26      +63.43        9.406      -260.0
  HI      Pbeta           12818.08   4.04e+06       3.0823e+38       8.1524e+38      +7.15      +18.91        4.076      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.20e+06       1.8896e+39       5.1453e+38     -15.22       -4.14        1.571      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       1.5951e+38       1.5951e+38      -3.48       -3.48        1.688      +760.0
  HeI     He_I_7065        7065.19   5.66e+05       7.9992e+38       2.1782e+38      +0.74       +0.20        1.276      -260.0
  HeI     He_I_10830      10830.34   1.50e+07       1.5864e+39       4.3197e+38      -3.85       -1.05        1.511      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.91e-21       4.6003e+16       4.6003e+16      +0.32       +0.32        2.490      -380.0
  HeII    He_II_3203       3203.10   2.10e-28       2.9532e+15       2.9532e+15      +1.39       +1.39        1.926      +300.0
  HeII    He_II_4686       4685.71   1.95e-27       6.8128e+15       6.8128e+15      -9.58       -9.58        1.624     -1360.0
  HeII    He_II_10124     10123.60   4.17e-27       5.8219e+14       5.8219e+14      +6.89       +6.89        1.378     -4180.1
