# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.2 d   T_phot: 7840.526813184151 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.5994e+40 erg/s   peak F = 7.167 @ Δv = +28.7 km/s   EW = -83.32 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.21e+06       9.8107e+40       2.5994e+40    -315.48      -83.59       10.988      -260.0
  HI      Hbeta            4861.33   7.88e+05       2.1397e+40       8.8632e+39     -44.03      -18.24        4.139      -260.0
  HI      Hgamma           4340.47   2.73e+05       1.7142e+40       4.1791e+39     -25.49       -6.21        2.338      -260.0
  HI      Palpha          18751.01   2.81e+07       1.5365e+38       1.0568e+39      +2.31      +15.90       11.309      -260.0
  HI      Pbeta           12818.08   3.87e+06       3.3732e+38       7.9274e+38      -8.29      -19.49        3.703      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.87e+06       1.8920e+39       5.0129e+38      +8.38       +2.22        1.294      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       1.5189e+38       1.5189e+38      -1.33       -1.33        2.055      +100.0
  HeI     He_I_7065        7065.19   5.21e+05       7.9693e+38       2.1115e+38      -1.58       -0.42        1.351      -240.0
  HeI     He_I_10830      10830.34   1.38e+07       1.5727e+39       4.1669e+38     -14.60       -3.87        1.587      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   6.92e-21       6.3932e+16       6.3932e+16      -4.68       -4.68        2.144      +640.0
  HeII    He_II_3203       3203.10   2.19e-28       4.1046e+15       4.1046e+15      +1.43       +1.43        1.645      -860.0
  HeII    He_II_4686       4685.71   2.04e-27       9.4689e+15       9.4689e+15      +3.71       +3.71        1.564      +420.0
  HeII    He_II_10124     10123.60   4.09e-27       8.0917e+14       8.0917e+14      +2.57       +2.57        1.440     -1800.0
