 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
      0.000000E+00       4.266100E+01       4.195342E+01
      1.028913E+00       4.265600E+01       4.192973E+01
      2.134070E+00       4.264700E+01       4.190569E+01
      3.152762E+00       4.263500E+01       4.188468E+01
      4.169562E+00       4.262000E+01       4.186487E+01
      5.181140E+00       4.260500E+01       4.184621E+01
      6.202226E+00       4.257700E+01       4.182847E+01
      7.276008E+00       4.254800E+01       4.181090E+01
      8.307860E+00       4.250600E+01       4.179498E+01
      9.368163E+00       4.247300E+01       4.177967E+01
      1.042241E+01       4.243900E+01       4.176530E+01
      1.143269E+01       4.240600E+01       4.175236E+01
      1.251906E+01       4.232800E+01       4.173926E+01
      1.319075E+01       4.229500E+01       4.173151E+01
      1.419835E+01       4.227400E+01       4.172057E+01
      1.520487E+01       4.221500E+01       4.171020E+01
      1.624666E+01       4.219400E+01       4.170001E+01
      1.737277E+01       4.217500E+01       4.168966E+01
      1.837560E+01       4.213600E+01       4.168097E+01
      1.938305E+01       4.212300E+01       4.167265E+01
      2.047204E+01       4.210500E+01       4.166408E+01
      2.155300E+01       4.208900E+01       4.165600E+01
      2.259557E+01       4.207800E+01       4.164856E+01
      2.360591E+01       4.206800E+01       4.164167E+01
      2.467427E+01       4.205600E+01       4.163478E+01
      2.568855E+01       4.205000E+01       4.162839E+01
      2.675313E+01       4.204600E+01       4.162201E+01
      2.778918E+01       4.204200E+01       4.161595E+01
      2.885276E+01       4.203600E+01       4.160991E+01
      2.990734E+01       4.203400E+01       4.160423E+01
      3.096889E+01       4.203400E+01       4.159857E+01
      3.202704E+01       4.203000E+01       4.159306E+01
      3.307746E+01       4.203000E+01       4.158782E+01
      3.412792E+01       4.202800E+01       4.158263E+01
      3.521510E+01       4.202700E+01       4.157749E+01
      3.630118E+01       4.202500E+01       4.157229E+01
      3.731360E+01       4.202300E+01       4.156761E+01
      3.832592E+01       4.202400E+01       4.156301E+01
      3.935628E+01       4.202000E+01       4.155835E+01
      4.039987E+01       4.201900E+01       4.155376E+01
      4.153779E+01       4.201800E+01       4.154876E+01
      4.262632E+01       4.201600E+01       4.154394E+01
      4.368114E+01       4.201400E+01       4.153958E+01
      4.473155E+01       4.201400E+01       4.153517E+01
      4.576134E+01       4.201600E+01       4.153071E+01
      4.684005E+01       4.201700E+01       4.152621E+01
      4.785088E+01       4.201300E+01       4.152179E+01
      4.885826E+01       4.201100E+01       4.151799E+01
      4.993149E+01       4.200900E+01       4.151348E+01
      5.094748E+01       4.200500E+01       4.150934E+01
      5.200890E+01       4.200400E+01       4.150501E+01
      5.305202E+01       4.200300E+01       4.150065E+01
      5.409536E+01       4.200100E+01       4.149665E+01
      5.509684E+01       4.199800E+01       4.149248E+01
      5.611611E+01       4.199700E+01       4.148827E+01
      5.721148E+01       4.199900E+01       4.148401E+01
      5.823221E+01       4.199600E+01       4.148001E+01
      5.925252E+01       4.199500E+01       4.147596E+01
      6.028769E+01       4.199300E+01       4.147173E+01
      6.129907E+01       4.199200E+01       4.146746E+01
      6.235758E+01       4.199000E+01       4.146359E+01
      6.337110E+01       4.198800E+01       4.145939E+01
      6.439217E+01       4.198600E+01       4.145561E+01
      6.542692E+01       4.198400E+01       4.145117E+01
      6.651932E+01       4.198200E+01       4.144716E+01
      6.756740E+01       4.197700E+01       4.144248E+01
      6.858095E+01       4.197400E+01       4.143902E+01
      6.959947E+01       4.197200E+01       4.143489E+01
      7.065493E+01       4.197400E+01       4.143088E+01
      7.188497E+01       4.197100E+01       4.142602E+01
      7.220060E+01       4.196900E+01       4.142406E+01
      7.323822E+01       4.196700E+01       4.142062E+01
      7.426848E+01       4.196600E+01       4.141647E+01
      7.528231E+01       4.196500E+01       4.141246E+01
      7.636036E+01       4.196200E+01       4.140824E+01
      7.738751E+01       4.195800E+01       4.140432E+01
      7.847183E+01       4.195600E+01       4.140002E+01
      7.948113E+01       4.195500E+01       4.139620E+01
      8.056545E+01       4.195300E+01       4.139182E+01
      8.166360E+01       4.195100E+01       4.138757E+01
      8.275055E+01       4.194800E+01       4.138292E+01
