# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 80.0 d   T_phot: 5929.375895038031 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.5911e+40 erg/s   peak F = 18.459 @ Δv = +28.7 km/s   EW = +171.09 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   6.39e+04       6.7845e+41       2.5911e+40  -10985.42     -419.55       27.932       +20.0
  HI      Hbeta            4861.33   9.81e+03       4.4657e+39       8.7227e+39     -45.89      -89.63       21.353        +0.0
  HI      Hgamma           4340.47   3.28e+03       9.1456e+38       4.1222e+39      -5.63      -25.39       28.998       +20.0
  HI      Palpha          18751.01   5.44e+04       1.0728e+38       1.0530e+39     +10.36     +101.66       44.895       +20.0
  HI      Pbeta           12818.08   6.65e+03       1.2679e+38       7.8843e+38     +15.14      +94.15       31.086        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   7.53e+03       9.9758e+38       3.8099e+37      -7.75       -0.30        1.220        +0.0
  HeI     He_I_6678        6678.15   1.11e+01       4.9578e+38       1.8935e+37      +2.69       +0.10        1.036       +40.0
  HeI     He_I_7065        7065.19   1.02e+03       4.5230e+38       1.7274e+37      +5.74       +0.22        1.181       +20.0
  HeI     He_I_10830      10830.34   2.02e+05       2.6143e+40       9.9845e+38   -1081.34      -41.30        2.844        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   6.48e-30       1.2966e+06       1.2966e+06      -2.48       -2.48        1.812       -60.0
  HeII    He_II_3203       3203.10   1.55e-30       6.8324e+03       6.8324e+03      -1.16       -1.16        1.606     -1560.0
  HeII    He_II_4686       4685.71   1.43e-29       1.6088e+04       1.6088e+04      -4.80       -4.80        1.485     -1060.0
  HeII    He_II_10124     10123.60   3.61e-29       1.3469e+03       1.3469e+03      -8.81       -8.81        1.404     +1340.0
