# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 150.0 d   T_phot: 4505.702583047072 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9355e+39 erg/s   peak F = 1.577 @ Δv = +114.3 km/s   EW = +39.62 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.54e+04       1.0164e+41       4.9355e+39      +0.95       +0.05        1.074        +0.0
  HI      Hbeta            4861.33   2.30e+03       7.6838e+39       1.6270e+39      +0.74       +0.16        1.309        +0.0
  HI      Hgamma           4340.47   7.70e+02       2.7816e+39       7.7174e+38      +0.68       +0.19        1.396        +0.0
  HI      Palpha          18751.01   1.06e+04       2.2455e+39       2.0045e+38      +3.07       +0.27        1.121        +0.0
  HI      Pbeta           12818.08   1.30e+03       8.4179e+38       1.4962e+38      +2.16       +0.38        1.232        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   7.46e+02       1.4479e+38       7.0308e+36      +1.04       +0.05        1.056        +0.0
  HeI     He_I_6678        6678.15   1.79e-01       5.9380e+37       5.9380e+37      +1.17       +1.17        1.819        +0.0
  HeI     He_I_7065        7065.19   1.02e+02       1.1211e+38       5.4436e+36      +1.27       +0.06        1.049        +0.0
  HeI     He_I_10830      10830.34   7.38e+04       5.3734e+38       2.6092e+37     -20.32       -0.99        1.085        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.18e-30       4.7984e-02       4.7984e-02      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.59e-30       1.4593e-07       1.4593e-07      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.48e-29       8.4174e-06       8.4174e-06      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   3.72e-29       2.8767e-08       2.8767e-08      -0.00       -0.00        1.000     -5000.1
