# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 70.0 d   T_phot: 6036.061495473716 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.2437e+41 erg/s   peak F = 1.233 @ Δv = +171.4 km/s   EW = +46.99 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.21e+03       5.6691e+41       3.2437e+41      +8.34       +4.77        1.339        +0.0
  HI      Hbeta            4861.33   3.38e+02       1.3264e+40       1.0936e+41      +6.27      +51.67        5.563        +0.0
  HI      Hgamma           4340.47   1.13e+02       6.4785e+39       5.1669e+40      +5.55      +44.24        5.291        +0.0
  HI      Palpha          18751.01   1.85e+03       8.1552e+37       1.3182e+40     +23.75    +3839.78       86.003        +0.0
  HI      Pbeta           12818.08   2.26e+02       1.0294e+38       9.8727e+39     +15.73    +1508.78       48.421        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.78e+00       7.3509e+38       4.2059e+38      +6.08       +3.48        1.209        +0.0
  HeI     He_I_6678        6678.15   1.25e-04       4.9050e+38       4.9050e+38      +3.40       +3.40        1.134        +0.0
  HeI     He_I_7065        7065.19   5.14e-01       6.5056e+38       6.5056e+38      +6.38       +6.38        1.295        +0.0
  HeI     He_I_10830      10830.34   6.99e+03       1.3718e+39       7.8489e+38     -27.57      -15.77        1.439        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.95e-30       1.5354e+08       1.5354e+08      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.00e-30       1.0397e+05       1.0397e+05      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   6.89e-30       3.6682e+05       3.6682e+05      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   1.73e-29       2.0496e+04       2.0496e+04      -0.00       -0.00        1.000     -5000.1
