 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
     -8.629251E-02       4.112100E+01       4.250920E+01
