# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 20.0 d   T_phot: 6566.892401047065 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.8291e+40 erg/s   peak F = 1.129 @ Δv = +114.3 km/s   EW = +36.99 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   3.39e+04       1.9004e+41       3.8291e+40      +1.71       +0.35        1.053        +0.0
  HI      Hbeta            4861.33   8.10e+03       1.8393e+40       1.2966e+40      +1.28       +0.90        1.186        +0.0
  HI      Hgamma           4340.47   2.72e+03       4.7705e+39       6.1213e+39      +1.22       +1.57        1.336        +0.0
  HI      Palpha          18751.01   2.10e+05       1.7340e+38       1.5563e+39      +5.30      +47.59        3.349        +0.0
  HI      Pbeta           12818.08   2.59e+04       1.1910e+38       1.1663e+39      +5.50      +53.86        3.503        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.67e+04       1.7036e+39       3.4325e+38      +3.90       +0.79        1.049        +0.0
  HeI     He_I_6678        6678.15   1.09e+03       7.1702e+38       1.4447e+38      +8.84       +1.78        1.031        +0.0
  HeI     He_I_7065        7065.19   3.62e+03       1.3233e+39       2.6662e+38      +8.58       +1.73        1.040        +0.0
  HeI     He_I_10830      10830.34   1.42e+05       3.1969e+39       6.4413e+38      +2.83       +0.57        1.053        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   5.41e-28       1.8868e+09       1.8868e+09      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.00e-30       9.3575e+07       9.3575e+07      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.97e-30       2.1616e+08       2.1616e+08      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   4.95e-30       1.8447e+07       1.8447e+07      -0.00       -0.00        1.000     -5000.1
